7039,-2.249197682
5807,-2.254004162
6012,-2.370751367
3208,-2.410835103
7173,-2.482380156
7658,-2.652179734
7129,-2.773896488
7780,-2.792371161
3262,-2.845209849
7897,-2.853490575
7566,-2.865746497
3449,-2.874009320
1306,-2.919691272
3202,-3.022277339
20,-3.068489850
3750,-3.099273399
3102,-3.121856547
6654,-3.177211039
2056,-3.287345250
2454,-3.483321480
2113,-3.484188015
5724,-3.512047396
5135,-3.642023306
2785,-3.699945577
1519,-3.777330171
8076,-3.799424386
1971,-3.892875432
7971,-3.973078671
4899,-3.973168146
5338,-4.045383896
7539,-4.072621061
4901,-4.075929397
7702,-4.213896339
6390,-4.231517799
4008,-4.242922388
7234,-4.266658920
8164,-4.312910157
3848,-4.344657153
4799,-4.363407157
5999,-4.379729306
1598,-4.521964056
4635,-4.594161092
8048,-4.635353620
984,-4.644256945
3285,-4.663710679
283,-4.713931073
5695,-4.726454954
5593,-4.761282960
7327,-4.829384162
5788,-4.839608583
3399,-4.938185110
2111,-4.943021620
4362,-5.038526281
1129,-5.072668788
330,-5.073950627
5959,-5.099949712
5269,-5.153535975
6823,-5.172308881
5577,-5.184785132
1225,-5.207289494
3428,-5.210575862
4646,-5.295813130
8064,-5.296849899
2591,-5.390267390
1877,-5.401573340
5721,-5.445390695
4341,-5.462406252
1816,-5.471454577
6090,-5.493557044
7594,-5.494104847
410,-5.554653730
4076,-5.618205428
1434,-5.641646856
5238,-5.665370809
3,-5.743862706
4752,-5.987935496
5049,-5.990758059
2793,-6.044360434
46,-6.083552134
1327,-6.184514158
4705,-6.188147581
5641,-6.197854308
6646,-6.227544259
504,-6.233262419
906,-6.274723907
3855,-6.301832224
3383,-6.420594144
5553,-6.427592222
7863,-6.455870820
4913,-6.458427379
7338,-6.460701076
7098,-6.507873860
4690,-6.562289837
3635,-6.705939613
5747,-6.728788846
2228,-6.744749604
5080,-6.806207992
3145,-6.866848811
6445,-6.950608568
5683,-7.294834075
4851,-7.335637943
5851,-7.347163474
3534,-7.375372804
1062,-7.379348831
4349,-7.424784011
2396,-7.442070365
7244,-7.460151971
1280,-7.468845671
2823,-7.549372453
5009,-7.556905543
727,-7.595868849
7351,-7.606493530
3704,-7.816846747
7136,-7.827069961
4545,-7.841048427
2800,-7.854916444
3597,-7.882757760
5284,-7.905395626
5467,-7.916071381
1472,-7.972453256
1454,-8.025629019
4016,-8.063040267
6307,-8.083145521
7208,-8.122841626
3135,-8.140797941
3883,-8.178403211
1686,-8.225097544
19,-8.230696767
3144,-8.236949251
2367,-8.242904265
3742,-8.253369519
174,-8.270529081
4348,-8.272411685
1425,-8.275664463
453,-8.331307284
5639,-8.350297349
7788,-8.368607122
7540,-8.505008332
3640,-8.511837636
4035,-8.524288388
6630,-8.573173842
3705,-8.576532205
7711,-8.584143385
6711,-8.737001393
5979,-8.864280722
6295,-8.890861913
4063,-8.891806955
3061,-8.901981640
3356,-8.903767198
5934,-8.916819938
594,-8.974176296
2736,-9.029346995
871,-9.094813007
1744,-9.117940006
773,-9.119129981
4916,-9.120346874
952,-9.130310704
5071,-9.130523813
4446,-9.133398542
6609,-9.139110991
2259,-9.149111223
7637,-9.241527006
4320,-9.258249326
5068,-9.281632280
6250,-9.290257524
5050,-9.303486985
621,-9.355051168
8205,-9.415054275
2344,-9.429935236
7593,-9.487891629
3326,-9.492903381
897,-9.540992895
3717,-9.566419796
4099,-9.625035739
5176,-9.657074127
7652,-9.778430858
5620,-9.794109193
2880,-9.821252014
5850,-9.870665135
629,-9.907837137
6192,-9.912608350
5688,-9.929882684
454,-9.956476596
7726,-9.962422150
7008,-9.973410961
4328,-10.005703665
3089,-10.043410780
4802,-10.240352502
3981,-10.280049279
6957,-10.296740147
3666,-10.324834434
2708,-10.349149063
7210,-10.420900419
1407,-10.459844263
7459,-10.480344789
8021,-10.487340736
274,-10.493044155
138,-10.516536499
167,-10.519969615
4305,-10.544128626
4193,-10.555919318
7251,-10.587025125
4687,-10.603648259
4287,-10.657065655
4861,-10.685405231
4585,-10.735086200
4770,-10.924890763
5558,-10.927201378
7811,-10.927895444
3413,-10.949714516
2493,-10.971019540
7978,-10.995016049
1739,-11.026928588
4405,-11.090182896
5796,-11.093611049
5883,-11.203139834
7849,-11.285278979
8117,-11.295345563
6722,-11.526056338
7364,-11.670006181
5862,-11.721845575
7386,-11.743445116
3011,-11.753260413
7368,-11.872595605
5310,-11.911938970
1245,-11.941516953
5240,-11.942439487
3889,-11.949530801
552,-12.113011911
4258,-12.159484459
3692,-12.187231881
7742,-12.198096074
6878,-12.244165502
1753,-12.252436875
5382,-12.271657425
6180,-12.305612624
551,-12.306003370
2901,-12.665770248
2316,-12.785890619
4827,-12.844359179
7774,-12.868207567
6583,-13.015384337
4618,-13.040854850
517,-13.060297115
6726,-13.127551715
764,-13.164293013
112,-13.286561556
2347,-13.480844240
439,-13.489441116
6060,-13.495315292
4938,-13.523500285
5622,-13.631134062
6567,-13.644741597
2821,-13.820575748
8208,-13.881420114
4877,-13.907659602
4963,-13.935102989
6138,-13.973744716
5967,-14.122687826
2029,-14.138858729
6907,-14.192088461
5288,-14.195468030
5693,-14.276487964
1829,-14.310677867
5897,-14.404447846
1105,-14.464931129
2528,-14.492712009
4615,-14.532719072
5423,-14.667327337
197,-14.715743212
4420,-14.791099223
4613,-14.903443572
7262,-14.907601646
7205,-14.969071574
1647,-15.006018267
3677,-15.019336679
1849,-15.046376005
2291,-15.176509934
2637,-15.238588086
6336,-15.328340791
506,-15.416682768
4046,-15.486033274
2834,-15.563769110
1919,-15.697915442
7945,-15.707399373
2224,-15.741183239
1946,-15.778584275
3646,-15.779822085
2211,-15.779887162
3494,-15.786437649
3125,-15.907132109
4180,-15.914915689
7302,-15.963934729
4968,-15.998289181
7353,-16.016463955
3320,-16.027691451
6275,-16.045711828
4818,-16.076967175
597,-16.116097260
1721,-16.174714116
1110,-16.237246315
1350,-16.281026806
6674,-16.352290846
6923,-16.368443036
5575,-16.396005607
7366,-16.497257276
942,-16.522835763
7112,-16.523020364
4313,-16.554787025
2848,-16.559216244
1269,-16.574809184
5519,-16.605584364
2273,-16.607525071
92,-16.615862574
7018,-16.651553565
1483,-16.686931504
4836,-16.715165549
3788,-16.817842173
4668,-16.818276517
5930,-16.853520659
2024,-16.859298626
2973,-16.892390832
1387,-16.916337267
3224,-16.945376218
6904,-17.111994760
224,-17.117040806
7134,-17.120552679
1318,-17.123058740
6332,-17.136486827
5203,-17.172584503
7452,-17.175539613
7956,-17.241899973
3335,-17.330666592
5970,-17.342896818
2970,-17.430729757
7248,-17.437762345
3884,-17.497811649
6025,-17.603363981
1758,-17.757199407
25,-17.832914062
6286,-17.849757207
1651,-17.852011861
3095,-17.888038352
2268,-17.972020715
5196,-17.991746727
2245,-18.097289918
5858,-18.097412536
5247,-18.145491771
900,-18.162459962
4456,-18.255775139
7898,-18.273326837
52,-18.293912248
3625,-18.359909976
2514,-18.438784674
6614,-18.493903493
939,-18.688325719
1061,-18.699533998
7469,-18.769554596
4235,-18.827855535
6718,-18.865112704
4548,-18.931538017
713,-18.978227963
3529,-19.009869793
4279,-19.025768822
709,-19.032924918
7357,-19.054135995
94,-19.158278454
6438,-19.166515887
2703,-19.197694537
3339,-19.210985942
3864,-19.392415084
2263,-19.627391955
2598,-19.650892314
