1794,1,-21.650172353
1627,1,-21.257120025
1527,1,-20.806610355
1784,1,-20.530055045
1192,1,-20.232602737
2039,1,-19.662886211
81,1,-19.318500364
1135,1,-18.285036458
1928,1,-18.276575185
1678,1,-18.157459672
252,1,-18.111841272
570,1,-18.066895743
45,1,-18.035436645
1072,1,-18.002900387
471,1,-17.794235795
1560,1,-17.713809647
152,1,-17.636547612
1485,1,-17.263743715
1301,1,-17.194768923
2287,1,-17.059403496
668,1,-17.059264374
174,1,-16.938662631
2274,1,-16.695020364
1306,1,-16.577730563
971,1,-16.501870145
2210,1,-16.487338468
571,1,-16.395144133
2028,1,-16.372086704
489,1,-16.315924175
692,1,-16.198529409
1104,1,-15.922691044
925,1,-15.908357706
1101,1,-15.895386037
1279,1,-15.835301811
423,1,-15.716017267
849,1,-15.696950867
1603,1,-15.671300832
950,1,-15.593130564
2222,1,-15.592389241
770,1,-15.247649037
1575,1,-14.959372899
373,1,-14.803609768
880,1,-14.691994231
1876,1,-14.481301122
1496,1,-14.472055611
1808,1,-14.468412368
37,1,-14.425197340
2245,1,-14.400793342
1231,1,-14.291889684
1068,1,-14.214901100
1507,1,-14.095647448
1694,1,-14.030188237
1571,1,-13.820224368
940,1,-13.772932075
292,1,-13.277867719
1626,1,-12.747364175
1888,1,-12.599096907
28,1,-12.374508678
1886,1,-12.363471151
515,1,-11.515572772
584,0,-10.160987152
1008,0,-9.360298668
2112,0,-8.563606378
1512,0,-8.047439953
902,0,-7.654476031
1456,0,-7.644477098
93,0,-7.480770724
156,0,-7.443600832
1322,0,-7.274806041
2128,0,-7.270793039
1497,0,-7.168041103
1529,0,-7.107855458
1095,0,-7.100420686
1494,0,-6.983162382
301,0,-6.945462032
1857,0,-6.940107953
257,0,-6.939198772
467,0,-6.871289829
826,0,-6.839307203
1378,0,-6.803770714
1841,0,-6.511108642
1232,0,-6.506248906
1605,0,-6.388241607
165,0,-6.360372205
1727,0,-6.272759933
355,0,-6.193677783
1805,0,-6.169959490
1939,0,-6.122205318
1837,0,-6.023973569
1758,0,-5.968928690
1014,0,-5.944155732
1480,0,-5.928636241
293,0,-5.891097137
1324,0,-5.843735241
892,0,-5.821582919
1580,0,-5.820591652
1982,0,-5.810278363
646,0,-5.790016137
1782,0,-5.720969267
1372,0,-5.594525493
1948,0,-5.542413236
1834,0,-5.541624756
1414,0,-5.531483230
2333,0,-5.522959676
681,0,-5.498581243
1500,0,-5.473637866
1493,0,-5.473252065
1426,0,-5.456425479
569,0,-5.447634728
1975,0,-5.370957400
424,0,-5.288852552
1828,0,-5.280060692
1057,0,-5.258606364
1583,0,-5.244146085
1814,0,-5.235211896
374,0,-5.233883730
2284,0,-5.196362655
884,0,-5.194578390
1833,0,-5.167361797
34,0,-5.159101788
2299,0,-5.132632038
461,0,-5.131880860
1712,0,-5.078750459
1103,0,-5.031633133
187,0,-5.014020110
606,0,-5.002888156
357,0,-4.968038459
1436,0,-4.957638673
1863,0,-4.947329266
225,0,-4.935709343
847,0,-4.906329188
54,0,-4.906100992
2017,0,-4.880351981
2250,0,-4.876593530
939,0,-4.857942514
432,0,-4.797823359
2164,0,-4.790863393
1291,0,-4.790171975
799,0,-4.761422320
2233,0,-4.761047445
440,0,-4.739441501
1867,0,-4.711903374
2052,0,-4.676728021
1656,0,-4.663081348
1365,0,-4.641623433
208,0,-4.633355387
356,0,-4.627303351
782,0,-4.615460842
2131,0,-4.613971816
1194,0,-4.595307053
2191,0,-4.567111880
1201,0,-4.560301033
7,0,-4.536441657
1010,0,-4.477982579
496,0,-4.455722701
315,0,-4.446076052
408,0,-4.434459445
1693,0,-4.424136224
759,0,-4.389315766
577,0,-4.388275239
2168,0,-4.371866245
1686,0,-4.368091986
2071,0,-4.349162487
321,0,-4.346107244
2000,0,-4.334676334
1271,0,-4.333785040
172,0,-4.325792971
1193,0,-4.324471691
1408,0,-4.310039175
16,0,-4.302501250
1240,0,-4.268252311
1191,0,-4.265958290
2106,0,-4.261325288
205,0,-4.241921015
2325,0,-4.229944373
2065,0,-4.226330036
781,0,-4.220756013
769,0,-4.219228565
63,0,-4.211568242
690,0,-4.198440993
1074,0,-4.193203580
1077,0,-4.176420609
771,0,-4.162179239
1852,0,-4.153141696
1360,0,-4.134230071
1612,0,-4.111287086
768,0,-4.049681698
1422,0,-4.046916392
1421,0,-4.040160694
1781,0,-4.038197218
900,0,-4.033265055
1564,0,-4.025910750
906,0,-4.023790756
68,0,-4.019987813
1555,0,-3.987158056
2019,0,-3.977602832
50,0,-3.950432996
2023,0,-3.943228122
359,0,-3.938974428
1410,0,-3.937758279
581,0,-3.934805038
1934,0,-3.933976893
870,0,-3.911618634
943,0,-3.909542259
1207,0,-3.904074100
1011,0,-3.903677329
1920,0,-3.899913175
1621,0,-3.897674001
1616,0,-3.892117520
1313,0,-3.889799686
818,0,-3.886197281
399,0,-3.885402823
1457,0,-3.878669489
1259,0,-3.873017806
1825,0,-3.866614407
327,0,-3.865831292
1246,0,-3.853576729
1721,0,-3.852500917
669,0,-3.828008948
2067,0,-3.793145377
659,0,-3.792949139
898,0,-3.777545302
1950,0,-3.776571002
1099,0,-3.773926656
42,0,-3.773663381
2327,0,-3.765279880
1156,0,-3.756364147
2021,0,-3.755948890
1872,0,-3.745467020
1951,0,-3.732859098
155,0,-3.729870285
891,0,-3.721533392
35,0,-3.714023597
1002,0,-3.712664435
595,0,-3.710963089
1238,0,-3.697514113
1335,0,-3.696535973
1474,0,-3.687125765
125,0,-3.680300949
1165,0,-3.656893491
1473,0,-3.651182128
109,0,-3.649815911
1549,0,-3.641160896
2321,0,-3.639279232
1819,0,-3.637156533
926,0,-3.612970472
2180,0,-3.611321861
2238,0,-3.607173674
1896,0,-3.600427840
238,0,-3.591256465
2077,0,-3.589876531
2223,0,-3.589872728
1925,0,-3.588944103
1195,0,-3.585083825
1535,0,-3.569368581
2085,0,-3.565751338
1486,0,-3.559313901
676,0,-3.557459947
1683,0,-3.550450808
347,0,-3.546190749
1629,0,-3.543807459
1282,0,-3.540008176
530,0,-3.522805819
2004,0,-3.510734173
86,0,-3.509382174
1289,0,-3.504542989
22,0,-3.502497936
1786,0,-3.499517335
2285,0,-3.498795321
1208,0,-3.497052843
1912,0,-3.492304391
1590,0,-3.484652009
2251,0,-3.474323482
764,0,-3.472950641
1534,0,-3.463888606
1305,0,-3.460925032
998,0,-3.433952257
1718,0,-3.422543448
596,0,-3.414289659
1056,0,-3.410346608
665,0,-3.405790967
1618,0,-3.399864710
1438,0,-3.391365674
1921,0,-3.384755115
1388,0,-3.380066068
1113,0,-3.375890748
1433,0,-3.368232925
1269,0,-3.366999231
2154,0,-3.366682189
302,0,-3.359517277
802,0,-3.357440039
1084,0,-3.355311395
531,0,-3.350117681
2273,0,-3.348315568
67,0,-3.325249825
32,0,-3.307342163
1398,0,-3.294309241
1220,0,-3.290721792
2340,0,-3.284817535
2145,0,-3.282277616
2033,0,-3.280684211
2254,0,-3.280608990
2195,0,-3.277310018
1097,0,-3.268962534
588,0,-3.266927212
390,0,-3.221053130
276,0,-3.215856336
1297,0,-3.213557550
1120,0,-3.213428097
1454,0,-3.207041613
228,0,-3.203316808
700,0,-3.189273832
1607,0,-3.171640593
1049,0,-3.170005210
149,0,-3.164315457
337,0,-3.161489279
2049,0,-3.158696572
2290,0,-3.148156936
1862,0,-3.147297008
605,0,-3.144328651
1025,0,-3.144094134
599,0,-3.134732444
1264,0,-3.130050412
365,0,-3.129822315
1748,0,-3.113705047
1349,0,-3.109644266
1151,0,-3.100862227
194,0,-3.092938020
479,0,-3.087231264
1840,0,-3.086054363
497,0,-3.079765752
1954,0,-3.078243165
2187,0,-3.076614480
2175,0,-3.075426355
1255,0,-3.074192134
348,0,-3.068220629
2176,0,-3.062411443
111,0,-3.047907497
1856,0,-3.046923832
1434,0,-3.043710176
270,0,-3.037304873
1130,0,-3.035940778
1281,0,-3.027517730
48,0,-3.020369671
2064,0,-3.013388449
317,0,-3.003652335
960,0,-2.996142662
1633,0,-2.996023607
1015,0,-2.991737531
1258,0,-2.983798091
1166,0,-2.978001405
506,0,-2.977549390
393,0,-2.974538885
1380,0,-2.972346458
1296,0,-2.969352442
1363,0,-2.966706199
1484,0,-2.960664095
1860,0,-2.959257394
115,0,-2.953920563
303,0,-2.947205265
442,0,-2.944881944
1460,0,-2.943768105
1854,0,-2.941984110
458,0,-2.940293762
763,0,-2.938237457
2303,0,-2.935792388
708,0,-2.932504615
972,0,-2.922000874
1913,0,-2.912281759
985,0,-2.912258358
1681,0,-2.906426914
2161,0,-2.902460678
400,0,-2.887044189
76,0,-2.880355117
2070,0,-2.878586718
1437,0,-2.878143434
41,0,-2.877419245
1874,0,-2.867877082
415,0,-2.867133925
1638,0,-2.865415481
911,0,-2.864992969
30,0,-2.862787662
2031,0,-2.856258818
2139,0,-2.853595285
1971,0,-2.852004706
1182,0,-2.849330520
418,0,-2.840489321
1424,0,-2.831004914
1632,0,-2.824027047
2151,0,-2.820901527
1623,0,-2.819438425
1957,0,-2.818686164
1508,0,-2.815606409
1844,0,-2.808985872
1820,0,-2.808016598
1891,0,-2.804333586
2107,0,-2.793008916
106,0,-2.792576641
2118,0,-2.786006642
2183,0,-2.779503462
196,0,-2.779322729
286,0,-2.774880558
977,0,-2.768864739
485,0,-2.761863371
942,0,-2.759784814
1756,0,-2.758642793
1709,0,-2.758155289
1126,0,-2.757042625
1386,0,-2.756172121
2136,0,-2.752090403
2068,0,-2.751338052
1677,0,-2.751235982
965,0,-2.750403313
556,0,-2.745943270
1511,0,-2.744983932
1514,0,-2.742889180
981,0,-2.738215047
1845,0,-2.738030437
1470,0,-2.736938185
1164,0,-2.731156691
1755,0,-2.730276018
1963,0,-2.726041678
1409,0,-2.722994746
2194,0,-2.719651249
121,0,-2.719382276
