1183,0,-2.718064629
1873,0,-2.716069769
1021,0,-2.706484351
1475,0,-2.704888881
1848,0,-2.691817504
544,0,-2.682762521
176,0,-2.677496337
417,0,-2.677227083
51,0,-2.675382137
1746,0,-2.672739840
1666,0,-2.658413016
1085,0,-2.657847356
1019,0,-2.655369697
450,0,-2.655078523
1154,0,-2.650184670
333,0,-2.647136947
674,0,-2.645459106
1674,0,-2.636906524
1079,0,-2.632820544
666,0,-2.628654076
537,0,-2.620321105
2225,0,-2.615237302
294,0,-2.607381729
394,0,-2.603402164
2009,0,-2.602946590
1387,0,-2.601416792
611,0,-2.596538026
1640,0,-2.594027308
2116,0,-2.587020480
1235,0,-2.566985875
887,0,-2.545761331
178,0,-2.517510617
694,0,-2.515057930
266,0,-2.494113944
1202,0,-2.490578058
1405,0,-2.468951428
837,0,-2.468095415
2179,0,-2.467588142
429,0,-2.465871346
1811,0,-2.462571002
922,0,-2.451618430
511,0,-2.446727839
1546,0,-2.446316644
1895,0,-2.421868370
2298,0,-2.416726810
69,0,-2.410846454
1377,0,-2.399395452
845,0,-2.392834726
1916,0,-2.388730803
330,0,-2.384501023
1599,0,-2.378915186
1866,0,-2.377707952
1521,0,-2.376003011
352,0,-2.373152259
117,0,-2.368346359
1894,0,-2.367829474
1817,0,-2.363424799
46,0,-2.362741149
414,0,-2.362702490
1174,0,-2.362458588
1216,0,-2.360143582
2291,0,-2.355774191
804,0,-2.346914317
822,0,-2.344855880
2130,0,-2.337029234
2336,0,-2.336286064
310,0,-2.333613561
941,0,-2.332481896
2115,0,-2.326320592
1260,0,-2.325240237
1027,0,-2.323783173
2326,0,-2.319685916
811,0,-2.317069604
1901,0,-2.313797922
1288,0,-2.309819925
518,0,-2.308210803
1807,0,-2.301850415
1055,0,-2.301255434
2332,0,-2.300439019
1418,0,-2.287357004
5,0,-2.286683277
2337,0,-2.283632467
1044,0,-2.281774628
1476,0,-2.280440898
2084,0,-2.277939852
1361,0,-2.272243757
1936,0,-2.257549506
1298,0,-2.256962712
1802,0,-2.251665169
862,0,-2.250088281
1752,0,-2.244526756
732,0,-2.238944544
1445,0,-2.237118881
1979,0,-2.227800167
657,0,-2.226038627
1481,0,-2.209474011
1310,0,-2.208750830
1998,0,-2.199565885
1176,0,-2.196570848
1985,0,-2.196110783
873,0,-2.195816205
379,0,-2.183940811
1234,0,-2.175134403
1513,0,-2.161065125
1321,0,-2.128131406
1887,0,-2.114566372
2159,0,-2.107540509
516,0,-2.101485263
1431,0,-2.096266376
1458,0,-2.094157281
652,0,-2.088903973
243,0,-2.078126522
522,0,-2.070779107
1487,0,-2.067931784
1929,0,-2.051453042
714,0,-2.049032960
382,0,-2.042282377
218,0,-2.034773003
1023,0,-2.027560793
1584,0,-2.018014543
1005,0,-2.012166032
1371,0,-2.006149871
1767,0,-2.002997607
2066,0,-1.981135613
1172,0,-1.980198636
999,0,-1.977076516
2027,0,-1.953055998
608,0,-1.948743403
2323,0,-1.939013961
1823,0,-1.929269650
377,0,-1.922734775
1299,0,-1.922160148
1524,0,-1.921529694
1850,0,-1.912111795
951,0,-1.910662121
735,0,-1.904903995
1861,0,-1.896328284
2158,0,-1.894732325
2076,0,-1.886235192
1785,0,-1.885053046
858,0,-1.881652340
1266,0,-1.864531077
2038,0,-1.855394938
894,0,-1.851790105
2074,0,-1.846957825
44,0,-1.829427165
958,0,-1.822324241
1028,0,-1.822313332
1399,0,-1.817401078
1673,0,-1.807738922
590,0,-1.774641260
1119,0,-1.760706241
664,0,-1.735519071
2173,0,-1.724596519
457,0,-1.715410355
955,0,-1.668950005
2149,0,-1.658459729
1804,0,-1.650202387
202,0,-1.597236721
1532,0,-1.590519653
1733,0,-1.572281736
299,0,-1.524713522
2252,0,-1.521465949
568,0,-1.515944711
437,0,-1.490929083
565,0,-1.473997525
1771,0,-1.454556887
1213,0,-1.452567840
633,0,-1.442073832
2037,0,-1.395263387
277,0,-1.291337981
695,0,-1.244936735
1880,0,-1.212795699
538,0,-1.005486591
842,0,-0.795615043
