4890,1,-61045954.088466182
1409,1,-61045939.547823966
8212,1,-61045939.251429841
7720,1,-61045938.886272110
7263,1,-61045925.671872504
559,1,-61045923.327978477
4921,1,-61045923.279574797
4884,1,-61045923.009101652
6980,1,-61045921.389471851
4066,1,-61045919.075802013
5605,1,-61045913.512984008
1275,1,-61045912.552533671
5424,1,-61045912.295338169
2960,1,-61045909.951128379
2648,1,-61045909.208342336
2054,1,-61045908.869418196
3219,1,-61045907.498594768
1894,1,-61045904.017481074
4041,1,-61045903.813392326
5008,1,-61045903.804280803
74,1,-61045903.100944601
1394,1,-61045901.098221399
5225,1,-61045898.936951235
6094,1,-61045898.152152039
6848,1,-61045897.290659428
3624,1,-61045896.370162740
4107,1,-61045895.505747229
5223,1,-61045894.245792732
2033,1,-61045892.938517094
327,1,-61045892.777345322
5040,1,-61045892.109780401
7870,1,-61045891.753960252
2770,1,-61045891.683949478
5774,1,-61045890.798139602
3291,1,-61045889.248105019
4188,1,-61045887.103370070
7475,1,-61045887.025460169
5412,1,-61045886.773604348
6008,1,-61045886.457206085
944,1,-61045884.295273125
1913,1,-61045883.892480604
2429,1,-61045883.141289592
7048,1,-61045882.504463769
1695,1,-61045882.123235643
4019,1,-61045881.615663782
4605,1,-61045880.807520211
6211,1,-61045879.564744771
3701,1,-61045878.800110139
7745,1,-61045877.618676826
4927,1,-61045877.247925788
2891,1,-61045876.997849911
3621,1,-61045875.903573826
2781,1,-61045875.331365466
1944,1,-61045874.810086951
4801,1,-61045874.694298513
5765,1,-61045873.471710578
6413,1,-61045873.416878469
4839,1,-61045873.052026413
7866,1,-61045872.862796322
5369,1,-61045872.706865892
956,1,-61045872.040197939
2418,1,-61045871.213106029
7601,1,-61045870.484968834
5654,1,-61045870.363799058
2165,1,-61045869.798011512
8009,1,-61045869.399877898
3406,1,-61045868.807540514
136,1,-61045868.801767424
7830,1,-61045867.936678648
4319,1,-61045866.565652177
1069,1,-61045865.701013260
503,1,-61045864.723770633
4080,1,-61045863.738829315
3214,1,-61045863.719448186
1436,1,-61045863.279099181
4093,1,-61045862.049964331
2757,1,-61045861.281657770
2564,1,-61045860.570569202
204,1,-61045859.801574871
6605,1,-61045859.593713894
8104,1,-61045859.274989821
4165,1,-61045859.128947891
8197,1,-61045858.654903829
1827,1,-61045858.595218137
7389,1,-61045858.544473842
1187,1,-61045858.168569446
6448,1,-61045857.570693403
4436,1,-61045856.220429085
1525,1,-61045856.027005136
7283,1,-61045855.007550277
393,1,-61045854.789626338
5272,1,-61045853.814221822
2430,1,-61045853.091228634
1222,1,-61045853.063463368
6333,1,-61045852.902811497
4679,1,-61045852.898613170
